shortnam,longname,logmort0,risk,loggdp,logmortcap250,latitude,africa,asia,neoeuro,edes1975,malfal94,campaign,slave,mortality_per1000,region,gdp_pcap_1995,loggdp_1995,gdp_pcap_2005,loggdp_2005,gdp_pcap_2015,loggdp_2015,gdp_pcap_2023,loggdp_2023,trade_openness,life_expectancy,pop_density,fdi_pct_gdp,school_enrollment_sec,gdp_growth_1995_2005,gdp_growth_1995_2015,gdp_growth_1995_2023,log_trade,log_pop_density,hci,govt_effectiveness,logmortjam,logmortjam250,logmortnaval1,logmortnaval1250,logmortnaval2,logmortnaval2250
SGP,Singapore,2.873565,9.32,10.15,2.873565,0.0136,0.0,1.0,0,0.0,0.0,0,0,17.7,Asia,59483.6383121123,10.993456567366987,81841.1587801054,11.312535559617466,108953.724294287,11.598678523306532,129555.245509242,11.771862675400127,313.299377202408,83.3463414634146,8241.8495821727,23.5787255966584,,1.1625355596174654,1.4486785233065316,1.621862675400127,5.747159210092806,9.016980061571186,0.879125714302063,2.2796267,2.8735647,2.8735647,2.8735647,2.8735647,2.8735647,2.8735647
ZAF,South Africa,2.74084,6.86,8.89,2.74084,0.3222,1.0,0.0,0,16.0,0.1045,0,0,15.5,Africa,10318.8385984353,9.241726493791267,12861.5633089114,9.461998554082305,14541.6748613669,9.584773934368854,13695.3755694076,9.524813505155224,61.646770473025,66.312,52.1085690262058,0.580891709673066,,0.5719985540823025,0.6947739343688539,0.634813505155222,4.121420843372444,3.9533294079070704,0.4254533946514129,-0.2259135,2.74084,2.74084,2.74084,2.74084,2.74084,2.74084
LKA,Sri Lanka,4.245634,6.05,7.73,4.245634,0.0778,0.0,1.0,0,0.0,0.138,0,0,69.8,Asia,5523.31225393965,8.616733005319082,7452.74234124518,8.916337343137604,13329.7793438947,9.497755859689512,13024.9404319855,9.474621293251072,42.1196098331113,77.672,356.239896540576,0.764077754153862,,1.1863373431376036,1.7677558596895118,1.7446212932510718,3.740513424001392,5.875604370592835,0.5983242988586426,-0.2745215,4.245634,4.245634,4.245634,4.245634,4.245634,4.245634
SDN,Sudan,4.479607,4.0,7.31,4.479607,0.1667,1.0,0.0,0,0.0,0.931,1,0,88.2,Africa,2824.63208007813,7.946133397958463,4152.32275390625,8.331423156387713,4159.1943359375,8.333076665253206,2181.0791015625,7.687575034027438,1.99541210225008,66.521,26.7895026766595,,,1.021423156387713,1.023076665253206,0.377575034027438,0.690850596553589,3.288010119616366,0.3774451911449432,-1.79393619999999,4.479607,4.479607,4.479607,4.479607,4.479607,4.479607
TZA,Tanzania,4.976734,6.64,6.25,4.976734,0.0667,1.0,0.0,0,0.0,0.9215,0,1,145.0,Africa,1685.85107421875,7.430025803829294,2253.09326171875,7.720059334035682,3111.44458007813,8.04284239253075,3620.79345703125,8.194448467827057,41.3081068648568,67.212,75.2061481146986,2.16767805172059,,1.4700593340356818,1.7928423925307495,1.9444484678270568,3.721058772831491,4.320232984458282,0.3898347020149231,-0.2924507,4.9767337,4.9767337,4.9767337,4.9767337,4.9767337,4.9767337
TGO,Togo,6.504288,6.91,7.22,5.521461,0.0889,1.0,0.0,0,0.0,0.95,1,0,668.0,Africa,2036.38159822696,7.618929785563742,2004.25858232153,7.603029486975277,2388.42609861568,7.77838989185132,2842.23076240747,7.952344502548442,,62.935,151.201507630079,0.786914262545951,,0.3830294869752775,0.5583898918513199,0.7323445025484423,,5.018613434794128,0.4318680465221405,-0.8014589,6.504288,5.521461,6.504288,5.521461,6.504288,5.521461
TTO,Trinidad and Tobago,4.442651,7.45,8.77,4.442651,0.1222,0.0,0.0,0,40.0,0.0,0,0,85.0,Americas/Other,13912.3133299045,9.540529578056551,29536.4394101096,10.29338001429476,38963.9641783011,10.57039250253669,31196.603554718,10.348064507446145,,73.617,266.571150097466,-1.76782828873977,95.6815649255588,1.5233800142947604,1.80039250253669,1.5780645074461432,,5.585641187700981,0.6034877300262451,0.1112932,4.4426513,4.4426513,4.4426513,4.4426513,4.4426513,4.4426513
TUN,Tunisia,4.143135,6.45,8.48,4.143135,0.3778,1.0,0.0,0,0.0,0.0,1,0,63.0,Africa,7406.23900930842,8.910078033341206,10529.1598956845,9.261903819958992,12802.7917211433,9.45741852934098,12650.9615158166,9.44548850042258,106.298549204247,76.711,78.530065653965,1.47747574805229,,0.7819038199589912,0.97741852934098,0.9654885004225786,4.666251637129149,4.363481553423172,0.5168099403381348,-0.2393469,4.1431346,4.1431346,4.1431346,4.1431346,4.1431346,4.1431346
USA,USA,2.70805,10.0,10.22,2.70805,0.4222,0.0,0.0,1,83.600006,0.0,0,0,15.0,Neo-Europe,47220.9579604358,10.762593097609406,59604.7536374577,10.995490608890606,64359.4725899466,11.072239406385773,74158.7164155605,11.213962891777657,25.0160172978284,78.890243902439,36.8142112202129,1.01391858895004,,0.7754906088906051,0.8522394063857721,0.9939628917776542,3.219516311625896,3.605883945091026,0.7017643451690674,1.3599787,2.7080503,2.7080503,2.7080503,2.7080503,2.7080503,2.7080503
UGA,Uganda,5.63479,4.45,6.97,5.521461,0.0111,1.0,0.0,0,0.0,0.95,1,0,280.0,Africa,1288.50886674348,7.161240911514983,1765.03788457066,7.475927433483024,2520.0201028843,7.83202215780869,2791.05576885861,7.934175215013012,42.6527889088562,68.487,242.65210951526,6.04170465908871,,0.5059274334830244,0.8620221578086902,0.9641752150130118,3.753092662394335,5.491628769467917,0.3841765820980072,-0.3501362,5.6347895,5.521461,5.6347895,5.521461,5.6347895,5.521461
URY,Uruguay,4.26268,7.0,9.03,4.26268,0.3667,0.0,0.0,0,90.0,0.0,1,0,71.0,Americas/Other,16600.0391885928,9.71716033510045,18811.3195971021,9.842214073853649,28941.6294107011,10.273036301665517,31059.2537072459,10.343652068958956,51.4582237554765,78.287,19.3582504856588,-4.78198682520397,,0.8122140738536494,1.2430363016655177,1.313652068958957,3.940770289263635,2.963118710288743,0.5987602472305298,0.6904798999999999,4.0342407,4.0342407,,,4.535284,4.535284
VEN,Venezuela,4.35799,7.14,9.07,4.35799,0.0889,0.0,0.0,0,20.0,0.00704,1,0,78.1,Americas/Other,,,,,,,,,26.2373885733766,72.673,32.0853171588912,1.35409801107577,97.7908172607422,,,,3.267185438291677,3.468398516112052,,-1.46624969999999,4.130355,4.130355,,,4.535284,4.535284
VNM,Vietnam,4.941642,6.41,7.28,4.941642,0.1778,0.0,1.0,0,0.0,0.7011,1,0,140.0,Asia,3328.21486039558,8.110191361274042,5776.36304451268,8.66152953256431,9248.02396069622,9.132165181814536,13545.9346616752,9.513841756322732,173.885260216071,74.736,320.175197572656,4.23450755062236,,1.3815295325643104,1.852165181814536,2.2338417563227315,5.158395657653296,5.768868338389031,0.6899645328521729,-0.0922968,4.9416423,4.9416423,4.9416423,4.9416423,4.9416423,4.9416423
ZAR,Zaire,5.480639,3.5,6.87,5.480639,0.0,1.0,0.0,0,0.0,0.95,0,1,240.0,Africa,1362.1877957229,7.216847359526811,1016.6338907666,6.924252341823443,1433.21579814709,7.267676008358526,1559.33806475859,7.352016692733012,94.2484870645646,62.074,46.6640484329856,3.84997694352814,,0.0542523418234432,0.397676008358526,0.482016692733012,4.545934773833917,3.8429740273597983,0.3663692772388458,-1.6934449,5.480639,5.480639,5.480639,5.480639,5.480639,5.480639
